"tipo_cultivo","tipo_suelo","metodo_riego","fertilizacion_utilizada","nivel_tecnificacion","volumen_agua","rendimiento_cultivo","eficiencia_agua","densidad_siembra"
"maíz","arcilloso","gravedad","química","medio",10066,8199,0.8145,3413
"arroz","franco","aspersión","mixta","medio",5473,6708,1.2257,2926
"cacao","arenoso","aspersión","orgánica","alto",8252,1403,0.17,3596
"sandía","arenoso","goteo","mixta","alto",8238,11397,1.3835,4620
"cacao","arcilloso","gravedad","química","bajo",6912,1300,0.1881,3316
"cacao","arenoso","goteo","orgánica","medio",6980,1641,0.2351,3878
"sandía","arenoso","goteo","mixta","bajo",8873,11940,1.3457,3081
"banano","franco","aspersión","química","medio",8544,20957,2.4528,4326
"cacao","franco-arcilloso","aspersión","química","alto",8432,1705,0.2022,4088
"cacao","franco-arcilloso","goteo","mixta","alto",7125,1732,0.2431,3528
"melón","franco-arcilloso","aspersión","química","medio",6257,9800,1.5662,2463
"arroz","arenoso","goteo","química","medio",5775,8280,1.4338,2969
"arroz","franco-arcilloso","aspersión","mixta","medio",7585,6447,0.85,3883
"cacao","arenoso","goteo","química","bajo",8928,1346,0.1508,5507
"maíz","arenoso","aspersión","mixta","alto",7599,10350,1.362,3348
"banano","arenoso","goteo","mixta","medio",6981,25748,3.6883,2637
"plátano verde","arenoso","gravedad","orgánica","bajo",7100,20060,2.8254,3634
"melón","arcilloso","goteo","química","bajo",6419,10341,1.611,3304
"arroz","franco-arcilloso","goteo","orgánica","medio",9083,6848,0.7539,3955
"plátano verde","arcilloso","goteo","mixta","alto",7282,18676,2.5647,3823
"banano","arcilloso","gravedad","mixta","medio",6146,24705,4.0197,5720
"maíz","franco","gravedad","mixta","bajo",7500,8014,1.0685,3839
"plátano verde","franco-arcilloso","goteo","química","medio",7397,11347,1.534,4621
"sandía","arenoso","goteo","orgánica","bajo",5891,12613,2.1411,3379
"arroz","arenoso","goteo","orgánica","bajo",6749,7932,1.1753,4777
"arroz","arenoso","gravedad","orgánica","medio",9178,7399,0.8062,3395
"plátano verde","franco-arcilloso","goteo","orgánica","bajo",11356,9546,0.8406,2921
"arroz","franco","goteo","orgánica","medio",6369,7731,1.2138,3340
"banano","arenoso","goteo","química","alto",5553,25335,4.5624,2970
"plátano verde","arcilloso","aspersión","mixta","medio",7802,23560,3.0197,4778
"arroz","franco-arcilloso","aspersión","orgánica","bajo",6011,8404,1.3981,3294
"sandía","arenoso","gravedad","química","bajo",7740,10986,1.4194,4878
"arroz","arcilloso","goteo","química","bajo",7648,6522,0.8528,4904
"cacao","arcilloso","goteo","química","bajo",5967,1344,0.2252,3363
"melón","franco-arcilloso","aspersión","química","medio",6254,10969,1.7539,4435
"maíz","arenoso","aspersión","química","bajo",7878,7753,0.9841,4031
"plátano verde","franco-arcilloso","goteo","mixta","bajo",6869,16056,2.3375,3453
"sandía","arenoso","aspersión","química","medio",5824,10319,1.7718,3119
"banano","arenoso","aspersión","mixta","medio",4590,27307,5.9492,3729
"melón","arenoso","gravedad","mixta","alto",6141,11001,1.7914,5083
"banano","franco-arcilloso","goteo","mixta","medio",6847,21266,3.1059,4392
"sandía","franco","aspersión","orgánica","medio",6436,12859,1.998,3744
"melón","arcilloso","goteo","mixta","medio",5963,10389,1.7422,5018
"sandía","franco-arcilloso","gravedad","mixta","bajo",7733,9674,1.251,4117
"maíz","franco","aspersión","química","alto",6236,10054,1.6123,4520
"plátano verde","arenoso","gravedad","mixta","medio",8987,17964,1.9989,4667
"melón","franco","gravedad","mixta","alto",5363,8504,1.5857,3394
"melón","arcilloso","goteo","orgánica","medio",5515,10384,1.8829,3420
"maíz","franco","aspersión","química","bajo",6717,8507,1.2665,4619
"melón","arenoso","goteo","orgánica","bajo",5299,10386,1.96,2473
"sandía","arcilloso","aspersión","mixta","medio",7070,11129,1.5741,3101
"plátano verde","arcilloso","goteo","mixta","medio",5099,21016,4.1216,4100
"banano","arcilloso","aspersión","orgánica","bajo",8344,20743,2.486,3151
"cacao","arenoso","aspersión","mixta","bajo",5730,1318,0.23,2752
"maíz","arenoso","aspersión","química","bajo",8141,10363,1.2729,3968
"arroz","franco","gravedad","orgánica","alto",15485,4048,0.2614,4550
"melón","arcilloso","goteo","mixta","bajo",7030,8748,1.2444,2752
"melón","arenoso","gravedad","química","bajo",6995,10699,1.5295,2780
"cacao","franco","gravedad","orgánica","medio",10647,592,0.0556,3452
"plátano verde","franco","goteo","mixta","medio",11606,8342,0.7188,4631
"banano","franco-arcilloso","goteo","mixta","medio",9139,19541,2.1382,2665
"banano","franco","gravedad","orgánica","medio",8381,23168,2.7643,4080
"banano","arenoso","aspersión","orgánica","bajo",7898,24835,3.1445,3401
"plátano verde","franco-arcilloso","aspersión","mixta","medio",7659,20514,2.6784,5228
"arroz","arenoso","aspersión","mixta","alto",6070,9381,1.5455,1890
"arroz","arcilloso","goteo","orgánica","medio",7076,8160,1.1532,3463
"arroz","arenoso","goteo","mixta","alto",7223,7853,1.0872,2116
"melón","arcilloso","gravedad","orgánica","alto",8387,11461,1.3665,3597
"sandía","arcilloso","gravedad","orgánica","bajo",7405,11105,1.4997,4352
"maíz","arenoso","goteo","química","bajo",7223,8531,1.1811,4110
"arroz","arcilloso","gravedad","mixta","medio",7419,7756,1.0454,3290
"sandía","franco","gravedad","química","bajo",7346,11985,1.6315,3491
"cacao","franco-arcilloso","aspersión","orgánica","medio",5671,1442,0.2543,2624
"arroz","arenoso","goteo","química","bajo",8576,7153,0.8341,3043
"banano","arenoso","gravedad","mixta","medio",8263,27058,3.2746,4072
"banano","franco-arcilloso","goteo","química","bajo",7067,29233,4.1366,4171
"maíz","arenoso","goteo","mixta","medio",7990,7865,0.9844,3970
"plátano verde","arcilloso","gravedad","química","bajo",6691,21750,3.2506,3521
"cacao","arcilloso","gravedad","orgánica","medio",6195,1540,0.2486,4608
"maíz","franco-arcilloso","gravedad","mixta","medio",7559,8482,1.1221,2536
"maíz","franco","gravedad","mixta","medio",5504,10748,1.9528,4002
"banano","arcilloso","goteo","química","alto",7337,30342,4.1355,3772
"maíz","arenoso","gravedad","química","bajo",8664,7884,0.91,4163
"cacao","arenoso","gravedad","mixta","bajo",8535,1166,0.1366,4729
"banano","arenoso","gravedad","química","medio",5250,23979,4.5674,3576
"plátano verde","franco","goteo","mixta","medio",8255,22875,2.771,4615
"banano","arcilloso","gravedad","orgánica","bajo",8058,23691,2.9401,4066
"cacao","franco","goteo","química","bajo",8972,1464,0.1632,3106
"melón","franco","aspersión","orgánica","medio",8043,9425,1.1718,2821
"cacao","franco","goteo","orgánica","medio",8593,1583,0.1842,4547
"cacao","franco-arcilloso","aspersión","química","medio",7471,1419,0.1899,4652
"melón","arcilloso","gravedad","química","medio",6561,11140,1.6979,4128
"sandía","franco-arcilloso","goteo","orgánica","alto",8237,12257,1.488,4691
"arroz","franco-arcilloso","gravedad","mixta","bajo",6574,7709,1.1726,3700
"cacao","arenoso","gravedad","mixta","alto",6853,1593,0.2325,4178
"maíz","arenoso","gravedad","química","medio",10796,4679,0.4334,3969
"arroz","franco","gravedad","química","medio",7245,7374,1.0178,4063
"plátano verde","arcilloso","gravedad","orgánica","bajo",7540,19528,2.5899,4376
"sandía","franco-arcilloso","aspersión","química","medio",9282,13190,1.421,2991
"sandía","franco","goteo","orgánica","bajo",8831,12245,1.3866,3160
"cacao","franco-arcilloso","gravedad","orgánica","alto",5866,1472,0.2509,3361
"banano","arenoso","aspersión","mixta","medio",5780,23079,3.9929,3726
"arroz","franco","aspersión","química","medio",6602,8039,1.2177,4391
"arroz","franco-arcilloso","goteo","mixta","bajo",5678,6682,1.1768,4986
"cacao","arcilloso","goteo","mixta","medio",6791,1712,0.2521,4081
"arroz","arenoso","aspersión","química","bajo",7878,8883,1.1276,3861
"arroz","franco","gravedad","orgánica","medio",7267,9251,1.273,4807
"melón","arenoso","goteo","mixta","medio",7836,9967,1.2719,5196
"banano","franco","goteo","orgánica","medio",4038,23323,5.7759,3368
"maíz","arenoso","goteo","mixta","medio",7100,8874,1.2499,3383
"arroz","arenoso","goteo","química","medio",5597,8122,1.4511,4064
"arroz","franco-arcilloso","aspersión","orgánica","medio",3746,7370,1.9674,3891
"arroz","arenoso","gravedad","química","bajo",10320,8325,0.8067,3577
"banano","franco","gravedad","orgánica","bajo",9994,25926,2.5942,3701
"arroz","franco","gravedad","mixta","medio",7687,8394,1.092,4080
"sandía","arenoso","gravedad","química","medio",7747,12061,1.5569,4841
"plátano verde","arcilloso","aspersión","química","medio",6802,23004,3.3819,3534
"arroz","franco","goteo","química","alto",7850,7056,0.8989,3334
"melón","arcilloso","gravedad","orgánica","bajo",8438,10117,1.199,2949
"sandía","franco-arcilloso","aspersión","orgánica","medio",6874,11108,1.6159,3948
"banano","arenoso","aspersión","química","medio",5844,25957,4.4416,4009
"plátano verde","arcilloso","aspersión","mixta","medio",6739,24286,3.6038,2587
"banano","franco-arcilloso","gravedad","química","bajo",8870,24815,2.7976,5310
"banano","franco-arcilloso","aspersión","química","medio",8035,27062,3.368,3934
"cacao","arenoso","aspersión","mixta","bajo",4993,1634,0.3273,3633
"sandía","franco-arcilloso","aspersión","mixta","bajo",5183,11070,2.1358,6687
"cacao","arenoso","goteo","orgánica","alto",7333,1652,0.2253,4203
"banano","franco","aspersión","química","bajo",6690,25758,3.8502,3928
"banano","franco","goteo","química","bajo",8273,25039,3.0266,5925
"banano","franco-arcilloso","goteo","química","medio",5683,27768,4.8862,2742
"banano","franco-arcilloso","gravedad","química","bajo",6125,20810,3.3976,4344
"cacao","franco-arcilloso","gravedad","orgánica","bajo",18112,528,0.0292,3505
"maíz","arenoso","goteo","química","bajo",6382,8391,1.3148,4120
"plátano verde","franco-arcilloso","gravedad","orgánica","alto",8117,20845,2.5681,3373
"banano","arcilloso","aspersión","orgánica","medio",8511,20969,2.4638,4299
"plátano verde","franco","goteo","mixta","bajo",11884,9220,0.7758,4538
"arroz","arenoso","gravedad","química","medio",7234,8197,1.1331,3792
"sandía","arcilloso","goteo","orgánica","bajo",6758,12996,1.9231,3439
"plátano verde","arenoso","aspersión","química","bajo",7305,19570,2.679,3660
"plátano verde","arenoso","aspersión","química","alto",9562,23233,2.4297,4226
"melón","franco-arcilloso","aspersión","orgánica","bajo",6617,9094,1.3743,4631
"maíz","franco","aspersión","mixta","medio",4132,9184,2.2227,2520
"sandía","arenoso","goteo","mixta","medio",4956,11028,2.2252,3805
"plátano verde","arcilloso","aspersión","química","medio",5574,21331,3.8269,2881
"sandía","arcilloso","aspersión","orgánica","medio",7969,12534,1.5728,4326
"arroz","arenoso","aspersión","química","medio",11836,2877,0.2431,3534
"maíz","franco-arcilloso","aspersión","mixta","medio",7381,8382,1.1356,5782
"banano","arenoso","goteo","orgánica","medio",7665,24235,3.1618,4262
"maíz","arenoso","aspersión","química","medio",7269,8389,1.1541,4058
"cacao","franco","goteo","orgánica","medio",7747,1747,0.2255,4333
"banano","franco-arcilloso","goteo","química","alto",9533,27050,2.8375,3722
"melón","franco-arcilloso","gravedad","mixta","medio",9755,9839,1.0086,3413
"arroz","arenoso","aspersión","mixta","medio",7875,6923,0.8791,2500
"maíz","arenoso","gravedad","química","medio",5007,7692,1.5362,3614
"melón","franco-arcilloso","aspersión","mixta","alto",5916,9838,1.6629,3766
"arroz","franco-arcilloso","gravedad","química","medio",8598,7713,0.8971,2340
"maíz","arcilloso","gravedad","orgánica","alto",6853,8658,1.2634,4224
"maíz","franco-arcilloso","goteo","orgánica","bajo",6951,8737,1.2569,2909
"plátano verde","franco-arcilloso","gravedad","mixta","bajo",4986,21308,4.2736,3965
"banano","arenoso","goteo","orgánica","medio",5585,24348,4.3595,3950
"arroz","arcilloso","aspersión","mixta","alto",6133,7319,1.1934,4505
"banano","arenoso","goteo","química","medio",5252,22148,4.2171,4086
"plátano verde","arcilloso","gravedad","mixta","medio",6071,19526,3.2163,3546
"sandía","arcilloso","gravedad","orgánica","medio",8605,11968,1.3908,3010
"melón","franco-arcilloso","aspersión","química","bajo",5997,9516,1.5868,4987
"sandía","arcilloso","aspersión","química","bajo",7124,13113,1.8407,3822
"cacao","arenoso","goteo","orgánica","bajo",10992,457,0.0416,4582
"melón","arenoso","goteo","orgánica","medio",6497,10353,1.5935,4111
"arroz","arenoso","goteo","orgánica","alto",5034,7826,1.5546,2413
"arroz","franco-arcilloso","goteo","orgánica","alto",6953,7134,1.026,3761
"plátano verde","franco","goteo","orgánica","bajo",7034,19716,2.803,4616
"banano","franco-arcilloso","gravedad","orgánica","medio",9577,24582,2.5668,3837
"plátano verde","arenoso","gravedad","mixta","medio",7194,25397,3.5303,2584
"arroz","franco","gravedad","mixta","bajo",5861,6707,1.1443,2862
"sandía","arcilloso","gravedad","orgánica","medio",9096,11738,1.2905,3649
"banano","franco","aspersión","mixta","bajo",8068,24822,3.0766,5489
"cacao","arenoso","gravedad","orgánica","bajo",10801,758,0.0702,1681
"maíz","arenoso","aspersión","orgánica","bajo",8664,8651,0.9985,3837
"sandía","franco","gravedad","química","medio",5850,14209,2.4289,3139
"maíz","arenoso","aspersión","orgánica","bajo",7670,9220,1.2021,4487
"melón","arcilloso","aspersión","mixta","alto",6625,10587,1.598,3229
"cacao","franco","gravedad","mixta","medio",7346,1419,0.1932,4082
"melón","arenoso","gravedad","química","medio",6992,7892,1.1287,4017
"melón","franco-arcilloso","aspersión","orgánica","alto",6684,8363,1.2512,4636
"plátano verde","arenoso","aspersión","mixta","bajo",8137,21659,2.6618,4881
"plátano verde","arcilloso","gravedad","mixta","bajo",8074,25001,3.0965,3474
"melón","franco","goteo","orgánica","bajo",4987,9065,1.8177,2183
"sandía","arcilloso","aspersión","orgánica","medio",6941,12603,1.8157,4610
"arroz","franco-arcilloso","aspersión","orgánica","medio",8091,7809,0.9651,4677
"sandía","franco-arcilloso","aspersión","orgánica","medio",5760,10924,1.8965,4056
"plátano verde","arenoso","aspersión","mixta","medio",5806,20745,3.573,5306
"plátano verde","franco","aspersión","mixta","bajo",6898,21871,3.1706,3116
"sandía","arcilloso","goteo","mixta","medio",5329,9586,1.7988,5101
"sandía","franco","gravedad","orgánica","alto",5993,13826,2.307,5099
"maíz","franco-arcilloso","gravedad","química","bajo",5310,9103,1.7143,4986
"arroz","franco","gravedad","mixta","bajo",7561,7770,1.0276,4450
"melón","franco-arcilloso","aspersión","orgánica","medio",7212,10626,1.4734,3451
"arroz","franco","aspersión","orgánica","medio",7038,8206,1.166,4191
"arroz","franco","gravedad","química","alto",7305,9050,1.2389,5017
"sandía","franco-arcilloso","aspersión","mixta","bajo",7561,9446,1.2493,4121
"banano","arenoso","goteo","mixta","medio",8056,27360,3.3962,4063
"maíz","arcilloso","goteo","química","bajo",6008,9594,1.5969,2514
"cacao","arcilloso","goteo","mixta","medio",5841,1478,0.253,4368
"plátano verde","franco","aspersión","mixta","bajo",8605,20299,2.359,4189
"cacao","franco-arcilloso","aspersión","mixta","alto",5785,1685,0.2913,5152
"cacao","arenoso","aspersión","mixta","medio",8688,1670,0.1922,3303
"melón","franco","goteo","orgánica","bajo",6967,9940,1.4267,3176
"plátano verde","arenoso","aspersión","mixta","alto",9361,23077,2.4652,3821
"arroz","franco-arcilloso","gravedad","mixta","bajo",5813,7419,1.2763,2897
"maíz","arenoso","gravedad","orgánica","medio",8099,8238,1.0172,3537
"sandía","arenoso","goteo","mixta","medio",8199,11427,1.3937,2571
"plátano verde","franco","gravedad","química","medio",6748,22848,3.3859,5131
"banano","franco","aspersión","orgánica","alto",2789,28493,10.2162,4051
"arroz","franco-arcilloso","goteo","química","bajo",6782,8588,1.2663,3420
"banano","arenoso","aspersión","química","bajo",4991,27179,5.4456,4562
"cacao","arenoso","goteo","orgánica","bajo",7305,1274,0.1744,4255
"sandía","arcilloso","aspersión","química","bajo",9530,10475,1.0992,3859
"maíz","franco-arcilloso","gravedad","mixta","medio",8022,8849,1.1031,4583
"arroz","arcilloso","gravedad","mixta","medio",7094,8843,1.2465,4223
"sandía","arenoso","gravedad","orgánica","alto",8147,12527,1.5376,3950
"melón","arcilloso","aspersión","mixta","bajo",7333,8722,1.1894,3015
"plátano verde","franco-arcilloso","gravedad","química","bajo",7040,17220,2.446,3909
"plátano verde","franco-arcilloso","goteo","orgánica","bajo",8055,21721,2.6966,3530
"maíz","franco","gravedad","mixta","bajo",6270,7427,1.1845,4397
"melón","franco-arcilloso","goteo","química","medio",5875,9944,1.6926,3843
"sandía","arenoso","gravedad","química","medio",7214,10772,1.4932,3138
"maíz","franco","goteo","química","bajo",6837,8698,1.2722,1877
"sandía","franco-arcilloso","gravedad","química","bajo",6739,12407,1.8411,5478
"melón","arcilloso","aspersión","mixta","alto",6902,9691,1.4041,4628
"cacao","franco-arcilloso","aspersión","orgánica","medio",7571,1585,0.2094,3007
"arroz","franco-arcilloso","goteo","mixta","bajo",6259,8938,1.428,4039
"arroz","arenoso","gravedad","mixta","medio",8153,8688,1.0656,3596
"arroz","franco-arcilloso","goteo","química","medio",7427,8743,1.1772,4321
"cacao","arcilloso","goteo","mixta","medio",5916,1432,0.2421,4458
"melón","franco","gravedad","química","medio",6215,9180,1.4771,4451
"banano","franco","goteo","química","bajo",7201,27753,3.854,4200
"melón","arenoso","goteo","orgánica","medio",5860,9425,1.6084,4393
"arroz","franco","gravedad","mixta","bajo",8313,8222,0.9891,4097
"sandía","franco-arcilloso","gravedad","química","bajo",7418,12370,1.6676,2371
"plátano verde","arenoso","goteo","mixta","alto",6901,20690,2.9981,3778
"sandía","franco-arcilloso","goteo","mixta","medio",7910,14315,1.8097,3607
"cacao","arcilloso","aspersión","orgánica","bajo",7995,1495,0.187,3191
"arroz","arenoso","aspersión","orgánica","bajo",7239,7409,1.0235,2190
"banano","arcilloso","goteo","química","medio",7098,21309,3.0021,5754
"melón","arcilloso","goteo","orgánica","medio",4721,9323,1.9748,2987
"cacao","arenoso","aspersión","química","bajo",7909,1373,0.1736,5237
"arroz","arcilloso","gravedad","química","bajo",7775,5819,0.7484,4573
"banano","franco","aspersión","química","bajo",7503,23191,3.0909,2540
"maíz","arenoso","goteo","orgánica","bajo",7455,7470,1.002,4299
"cacao","franco-arcilloso","goteo","orgánica","medio",7714,1379,0.1788,3478
"banano","arcilloso","gravedad","mixta","medio",6172,19962,3.2343,4503
"melón","arenoso","gravedad","orgánica","medio",8313,9917,1.193,4425
"maíz","franco","aspersión","mixta","medio",6934,8724,1.2581,4233
"banano","arenoso","aspersión","orgánica","medio",7604,24708,3.2493,4628
"cacao","franco-arcilloso","goteo","orgánica","medio",5328,1419,0.2663,3596
"arroz","arenoso","aspersión","mixta","bajo",6964,8044,1.1551,3284
"melón","arcilloso","aspersión","química","alto",6753,10614,1.5717,3969
"arroz","arenoso","goteo","orgánica","bajo",6420,7552,1.1763,3220
"banano","franco","aspersión","química","bajo",6044,21302,3.5245,3884
"plátano verde","franco","aspersión","química","medio",8522,21259,2.4946,4119
"plátano verde","arcilloso","gravedad","mixta","medio",9129,20209,2.2137,5051
"maíz","arcilloso","gravedad","orgánica","alto",4716,9073,1.9239,3679
"arroz","franco","gravedad","orgánica","medio",7452,9820,1.3178,5758
"cacao","arenoso","gravedad","mixta","alto",5863,1635,0.2789,4961
"arroz","arenoso","gravedad","orgánica","medio",7093,7790,1.0983,3790
"cacao","arenoso","gravedad","mixta","bajo",8515,1354,0.159,5150
"maíz","franco-arcilloso","gravedad","mixta","alto",6458,10709,1.6583,4448
"banano","franco","goteo","mixta","medio",5845,29740,5.0881,4249
"maíz","arcilloso","gravedad","química","alto",5976,11041,1.8476,3308
"melón","franco-arcilloso","aspersión","orgánica","medio",5324,10337,1.9416,5246
"cacao","franco-arcilloso","aspersión","orgánica","alto",5432,1658,0.3052,4900
"melón","arenoso","aspersión","química","medio",8382,9466,1.1293,2350
"plátano verde","franco","goteo","orgánica","bajo",7397,17273,2.3351,5735
"banano","arenoso","gravedad","química","bajo",7775,26253,3.3766,5047
"plátano verde","franco","gravedad","mixta","medio",5042,21260,4.2166,4315
"banano","franco-arcilloso","goteo","química","medio",5456,24241,4.443,3526
"melón","franco-arcilloso","aspersión","mixta","medio",4180,9845,2.3553,4336
"banano","arcilloso","gravedad","orgánica","medio",7010,26334,3.7566,3321
"plátano verde","franco-arcilloso","goteo","química","medio",6896,24126,3.4985,1398
"plátano verde","arcilloso","goteo","orgánica","medio",8810,24995,2.8371,3242
"sandía","franco-arcilloso","aspersión","química","bajo",6017,10688,1.7763,5146
"arroz","franco","aspersión","mixta","bajo",7748,6559,0.8465,3319
"melón","arenoso","goteo","química","bajo",5790,7421,1.2817,4367
"cacao","franco-arcilloso","goteo","química","bajo",7254,1387,0.1912,4240
"cacao","arenoso","gravedad","mixta","bajo",7330,1431,0.1952,3540
"melón","arenoso","goteo","orgánica","medio",6492,9174,1.4131,3356
"melón","franco","gravedad","mixta","medio",7154,10649,1.4885,4921
"arroz","arenoso","gravedad","orgánica","medio",6559,8126,1.2389,3927
"arroz","franco-arcilloso","aspersión","orgánica","bajo",6973,6742,0.9669,4604
"banano","arenoso","goteo","mixta","medio",5962,26697,4.4779,4269
"banano","arcilloso","aspersión","orgánica","alto",6428,24219,3.7677,3509
"cacao","franco-arcilloso","goteo","orgánica","alto",5856,1526,0.2606,3977
"sandía","franco","goteo","química","medio",6703,13095,1.9536,5244
"banano","franco-arcilloso","aspersión","orgánica","medio",6942,26158,3.7681,2864
"sandía","arenoso","goteo","orgánica","medio",5847,12069,2.0641,3979
"plátano verde","arenoso","goteo","orgánica","medio",6516,20936,3.213,4752
"plátano verde","franco-arcilloso","goteo","mixta","alto",6295,22601,3.5903,4311
"plátano verde","arenoso","aspersión","química","alto",8394,22225,2.6477,3670
"banano","arenoso","goteo","orgánica","medio",16012,7587,0.4738,4670
"banano","franco","goteo","orgánica","medio",9498,23598,2.4845,3425
"sandía","franco","gravedad","orgánica","medio",14311,6873,0.4803,4782
"maíz","franco","aspersión","mixta","bajo",8383,8774,1.0466,4145
"maíz","franco-arcilloso","goteo","química","bajo",7792,11061,1.4195,4656
"sandía","arenoso","goteo","orgánica","medio",7604,11066,1.4553,4287
"maíz","franco","gravedad","química","medio",8877,9151,1.0309,3612
"melón","franco","gravedad","orgánica","medio",6246,10687,1.711,3293
"arroz","arenoso","goteo","química","alto",6992,8527,1.2195,4194
"melón","franco-arcilloso","aspersión","orgánica","medio",6434,9701,1.5078,3360
"melón","arenoso","goteo","mixta","alto",11218,5463,0.487,2688
"cacao","arcilloso","goteo","orgánica","alto",4925,1426,0.2895,3846
"sandía","arcilloso","goteo","mixta","alto",5907,14646,2.4794,4613
"melón","arenoso","aspersión","mixta","medio",6876,10826,1.5745,3010
"maíz","arenoso","gravedad","mixta","alto",8618,8669,1.0059,3884
"sandía","arcilloso","aspersión","orgánica","medio",8091,13742,1.6984,3350
"sandía","franco-arcilloso","gravedad","mixta","medio",6356,13222,2.0802,4732
"banano","franco-arcilloso","goteo","orgánica","bajo",7123,26904,3.7771,4117
"cacao","arenoso","aspersión","química","medio",5431,1530,0.2817,3531
"banano","franco-arcilloso","goteo","orgánica","bajo",7628,22517,2.9519,4707
"banano","arcilloso","goteo","mixta","medio",6940,25347,3.6523,4057
"melón","franco-arcilloso","gravedad","orgánica","medio",6549,9990,1.5254,4429
"plátano verde","arcilloso","gravedad","orgánica","alto",7121,20867,2.9303,4375
"maíz","arenoso","gravedad","orgánica","bajo",7871,8880,1.1282,5255
"maíz","arenoso","aspersión","química","alto",5423,8144,1.5018,2626
"banano","arcilloso","aspersión","mixta","medio",8512,24146,2.8367,4343
"banano","franco-arcilloso","goteo","química","medio",6949,25988,3.7398,2730
"melón","franco-arcilloso","gravedad","orgánica","medio",8751,9936,1.1354,3470
"sandía","franco-arcilloso","aspersión","química","medio",5468,11239,2.0554,4398
"banano","arcilloso","goteo","química","medio",12015,10969,0.9129,3606
"melón","arcilloso","aspersión","mixta","medio",5151,9778,1.8983,4134
"plátano verde","arenoso","gravedad","química","alto",6584,23584,3.582,4764
"plátano verde","franco","aspersión","química","bajo",5401,23900,4.4251,4180
"arroz","franco-arcilloso","gravedad","mixta","bajo",7865,7918,1.0067,3270
"arroz","arenoso","aspersión","química","bajo",8041,7195,0.8948,4854
"arroz","arcilloso","aspersión","química","alto",5205,7922,1.522,5322
"arroz","franco-arcilloso","goteo","mixta","alto",6773,7248,1.0701,4568
"sandía","arcilloso","gravedad","mixta","bajo",6443,10134,1.5729,4629
"melón","franco-arcilloso","goteo","orgánica","alto",5504,11159,2.0274,4368
"banano","franco","goteo","orgánica","medio",6255,23754,3.7976,4528
"melón","arcilloso","aspersión","mixta","bajo",8124,7459,0.9181,5086
"banano","arenoso","gravedad","química","medio",6998,24615,3.5174,3544
"plátano verde","arcilloso","gravedad","orgánica","alto",7973,23623,2.9629,3741
"plátano verde","arenoso","goteo","orgánica","alto",7827,21904,2.7985,4549
"cacao","franco-arcilloso","aspersión","química","medio",6677,1535,0.2299,4745
"sandía","arenoso","gravedad","química","bajo",5351,12015,2.2454,4459
"maíz","arcilloso","gravedad","mixta","bajo",9451,8715,0.9221,2880
"banano","arcilloso","goteo","química","bajo",7257,22799,3.1417,2961
"arroz","franco-arcilloso","aspersión","orgánica","medio",6497,8421,1.2961,4557
"plátano verde","franco-arcilloso","gravedad","orgánica","medio",8035,23332,2.9038,5861
"sandía","arenoso","gravedad","química","medio",9545,12199,1.2781,4506
"melón","arcilloso","gravedad","orgánica","medio",6141,10543,1.7168,3066
"melón","arenoso","aspersión","mixta","alto",7247,8429,1.1631,5146
"melón","arcilloso","goteo","orgánica","medio",5629,10989,1.9522,5385
"plátano verde","franco-arcilloso","gravedad","química","alto",5900,24763,4.1971,3172
"melón","franco","gravedad","mixta","alto",8639,10331,1.1959,4792
"sandía","franco","goteo","orgánica","medio",4832,13962,2.8895,4000
"maíz","franco-arcilloso","aspersión","mixta","medio",7509,9306,1.2393,4179
"melón","franco","gravedad","orgánica","medio",7239,8400,1.1604,3343
"maíz","franco","gravedad","orgánica","alto",7353,5185,0.7052,2693
"banano","franco","goteo","orgánica","alto",7162,26108,3.6454,3242
"maíz","franco-arcilloso","goteo","mixta","alto",5458,8926,1.6354,4622
"arroz","franco-arcilloso","aspersión","orgánica","medio",8097,8455,1.0442,4470
"plátano verde","franco","aspersión","orgánica","bajo",8210,17577,2.1409,5669
"melón","arenoso","gravedad","orgánica","medio",5185,11224,2.1647,4514
"sandía","arenoso","goteo","química","medio",3532,14036,3.974,5606
"sandía","arenoso","aspersión","orgánica","bajo",7976,12322,1.5449,3749
"plátano verde","franco","goteo","mixta","medio",6537,17841,2.7292,3727
"plátano verde","arenoso","gravedad","orgánica","medio",5456,19632,3.5982,3549
"cacao","arenoso","goteo","mixta","medio",5317,1576,0.2964,4463
"arroz","franco","aspersión","mixta","medio",8958,6337,0.7074,3393
"plátano verde","franco","goteo","orgánica","medio",6616,21057,3.1827,5230
"maíz","arcilloso","gravedad","mixta","medio",7220,10561,1.4627,3776
"cacao","franco-arcilloso","gravedad","química","medio",6629,1400,0.2112,2829
"plátano verde","franco-arcilloso","gravedad","orgánica","medio",6052,24988,4.1289,3880
"maíz","franco-arcilloso","gravedad","química","alto",7882,9115,1.1564,2922
"plátano verde","franco-arcilloso","aspersión","química","medio",5840,25061,4.2913,4066
"plátano verde","franco-arcilloso","aspersión","química","medio",7379,18415,2.4956,4475
"plátano verde","franco-arcilloso","goteo","orgánica","medio",6815,21386,3.1381,4653
"melón","franco-arcilloso","aspersión","mixta","bajo",6110,8420,1.3781,2835
"arroz","arcilloso","goteo","orgánica","alto",7498,9496,1.2665,4496
"maíz","arcilloso","goteo","mixta","medio",10879,8892,0.8174,4148
"sandía","arcilloso","goteo","mixta","medio",5557,10769,1.9379,2026
